price,load
9741.49,1270
9775.59,1267
9799.35,1238
9781.03,1235
9798.39,1248
9802.02,1212
9823.22,1202
9782.04,1219
9755.88,1222
9809.33,1210
9816.57,1219
9793.48,1224
9773.08,1174
9801.83,1156
9779.74,1158
9756.7,1134
9792.12,1143
9779.78,1167
9800.0,1193
9808.04,1163
9791.15,1145
9772.0,1146
9692.7,1112
9750.19,1186
9783.43,1275
9747.29,1261
9769.18,1264
9771.57,1275
9788.64,1242
9786.88,1249
9824.3,1236
9744.19,1248
9825.22,1297
9698.89,1244
9678.5,1227
9662.24,1275
9645.9,1313
9628.8,1360
9649.07,1404
9637.15,1449
9644.84,1436
9635.7,1401
9582.97,1405
9634.5,1356
9550.59,1264
9612.04,1237
9635.0,1248
9692.5,1253
9672.87,1297
9655.99,1349
9657.11,1360
9560.52,1323
9563.0,1308
9485.08,1303
9445.62,1342
9448.87,1469
9451.17,1534
9418.48,1532
9383.46,1524
9254.68,1537
9258.53,1681
9274.53,1719
9267.0,1638
9276.43,1582
9244.35,1456
9239.19,1444
9226.98,1457
9189.6,1426
9224.65,1420
9197.02,1319
9202.48,1220
9169.09,1217
9204.64,1249
9186.37,1242
9195.57,1187
9228.0,1163
9225.4,1134
9206.47,1128
9153.51,1161
9157.85,1182
9133.41,1190
9182.81,1230
9170.92,1272
9172.16,1226
9239.8,1207
9278.63,1259
9274.77,1298
9289.34,1314
9271.25,1315
9282.95,1318
9301.56,1312
9275.97,1301
9330.09,1294
9292.24,1344
9274.05,1314
9287.58,1190
9318.04,1133
9316.7,1116
9308.37,1153
9293.37,1173
9263.67,1133
9270.0,1119
9353.61,1152
9331.05,1176
9347.12,1205
9351.48,1202
9312.93,1215
9344.16,1247
9371.22,1233
9368.16,1242
9395.34,1247
9401.8,1269
9392.91,1240
9385.59,1189
9376.3,1227
9510.76,1237
9411.09,1323
9331.51,1385
9380.0,1381
9441.5,1404
9437.55,1397
9438.08,1418
9442.75,1429
9430.73,1414
9427.75,1407
9446.77,1422
9446.86,1370
9421.99,1285
9421.8,1228
9435.54,1148
9423.35,1070
9380.6,1071
9368.06,1143
9370.53,1184
9361.09,1202
9311.43,1207
9322.33,1262
9266.83,1333
9267.83,1338
9336.43,1373
9328.49,1357
9384.61,1306
9377.87,1277
9379.99,1288
9381.43,1318
9367.09,1293
9390.3,1262
9381.48,1250
9405.8,1252
9333.91,1243
9350.08,1233
9345.35,1203
9312.06,1184
9354.66,1195
9379.55,1207
9387.87,1214
9384.62,1204
9423.01,1210
9398.01,1212
9381.12,1238
9401.42,1256
9432.33,1252
9441.88,1288
9429.86,1286
9383.07,1225
9352.89,1173
9402.42,1194
9366.24,1205
9321.0,1202
9302.67,1270
9318.67,1312
9282.5,1334
9287.8,1376
9339.19,1376
9263.18,1309
9271.85,1271
9282.33,1280
9328.41,1254
9344.57,1214
9359.61,1218
9378.3,1221
9374.56,1221
9379.32,1242
9345.53,1268
9416.12,1268
9444.0,1314
9444.35,1380
9478.47,1354
9473.87,1303
9513.21,1279
9563.69,1337
9566.05,1458
9575.38,1481
9506.82,1481
9499.28,1413
9468.5,1316
9370.93,1325
9386.88,1390
9349.82,1429
9386.97,1456
9375.58,1478
9338.21,1486
9334.27,1526
9364.49,1449
9374.02,1385
9391.02,1343
9325.32,1236
9318.0,1187
9329.5,1159
9280.3,1152
9252.0,1233
9296.36,1296
9278.29,1303
9301.53,1311
9341.99,1317
9377.99,1326
9386.46,1315
9393.98,1319
9372.32,1307
9343.81,1294
9361.2,1321
9285.01,1327
9329.08,1300
9324.07,1271
9280.06,1277
9303.15,1288
9407.93,1258
9332.48,1288
9387.11,1334
9365.0,1292
9332.74,1290
9355.07,1330
9333.79,1304
9343.5,1285
9323.11,1280
9344.24,1236
9331.15,1211
9374.21,1171
9133.0,1137
9050.64,1343
9061.5,1641
9010.86,1718
8998.63,1742
8983.03,1768
8969.18,1777
9024.58,1837
9033.93,1849
9086.36,1816
9049.11,1588
9082.13,1302
9019.17,1267
8975.17,1262
8988.5,1268
9039.92,1291
9016.3,1293
9059.1,1290
9054.95,1254
9111.95,1234
9119.79,1282
9132.96,1312
9069.31,1313
8907.57,1349
8902.45,1423
8964.85,1483
8986.71,1498
8932.12,1504
8883.05,1503
8767.06,1521
8791.5,1627
8779.67,1766
8756.47,1722
8739.6,1585
8746.46,1510
8735.67,1513
8634.13,1563
8641.99,1620
8609.86,1580
8658.01,1471
8665.67,1429
8653.3,1409
8647.64,1364
8670.1,1335
8655.49,1331
8661.4,1326
8667.29,1237
8615.0,1144
8577.67,1168
8600.84,1232
8568.23,1256
8569.1,1227
8580.03,1247
8578.86,1251
8503.0,1250
8459.67,1320
8454.48,1385
8454.21,1388
8457.27,1343
8479.15,1309
8446.55,1299
8419.97,1281
8417.97,1307
8385.17,1363
8354.68,1303
8377.28,1238
8367.17,1250
8368.82,1290
8324.69,1299
8343.88,1293
8325.95,1315
8340.58,1261
8359.79,1226
8391.0,1207
8368.25,1177
8362.91,1170
8341.03,1149
8339.84,1137
8349.65,1167
8335.14,1192
8316.7,1170
8324.26,1189
8292.31,1212
8316.44,1241
8329.93,1252
8348.65,1215
8362.46,1165
8316.2,1139
8329.99,1181
8330.01,1199
8318.38,1190
8297.62,1201
8325.17,1199
8286.29,1189
8309.5,1173
8439.0,1157
8466.99,1257
8509.36,1369
8486.63,1439
8498.76,1475
8485.75,1456
8472.41,1488
8459.1,1515
8506.44,1516
8468.24,1466
8466.27,1307
8439.1,1158
8412.77,1131
8245.47,1203
8260.23,1414
8332.51,1582
8340.0,1592
8345.66,1593
8321.86,1604
8306.74,1541
8320.57,1454
8300.76,1418
8360.06,1385
8409.0,1310
8404.52,1285
8402.74,1299
8395.27,1276
8372.39,1284
8370.98,1276
8339.46,1273
8325.75,1250
8354.71,1213
8359.42,1233
8363.0,1236
8350.0,1232
8420.48,1227
8423.0,1234
8445.0,1256
8440.84,1283
8511.0,1273
8581.75,1320
8535.16,1440
8562.88,1478
8590.97,1471
8597.23,1480
8610.63,1460
8599.96,1402
8662.58,1400
8682.36,1438
8657.32,1398
8661.0,1357
8666.32,1369
8670.39,1337
8669.56,1255
8692.7,1207
8686.43,1226
8655.37,1227
8654.24,1142
8645.0,1105
8664.5,1127
8659.87,1120
8663.36,1151
8686.28,1144
8678.69,1144
8740.27,1144
8754.06,1163
8719.12,1232
8740.0,1231
8715.77,1231
8719.67,1227
8728.77,1239
8739.0,1250
8736.03,1194
8729.11,1197
8729.98,1195
8718.71,1161
8531.86,1135
8634.05,1283
8648.5,1445
8644.48,1436
8645.06,1456
8654.86,1452
8662.35,1434
8661.04,1429
8656.76,1455
8659.23,1439
8630.21,1334
8658.59,1183
8634.7,1089
8649.34,1086
8660.09,1098
8670.83,1101
8674.1,1126
8665.66,1157
8656.19,1130
8644.52,1094
8642.35,1111
8654.85,1124
8692.76,1131
8676.07,1153
8673.67,1140
8664.84,1128
8641.8,1122
8668.51,1147
8675.38,1185
8660.56,1148
8606.61,1141
8583.09,1209
8615.25,1248
8653.65,1228
8660.9,1212
8640.8,1229
8665.14,1243
8684.07,1257
8674.21,1260
8641.42,1230
8667.56,1214
8658.23,1231
8650.49,1219
8665.21,1152
8701.7,1120
8643.47,1144
8722.13,1161
8647.63,1168
8645.57,1206
8650.82,1246
8658.74,1202
8644.84,1169
8631.95,1184
8617.1,1229
8629.0,1247
8628.02,1227
8681.44,1214
9038.69,1183
9061.03,1506
9103.17,1867
9084.36,1933
9073.12,2006
9131.14,2001
9149.0,2019
9157.61,2085
9156.54,2081
9146.02,2002
8972.78,1617
8915.96,1337
8954.26,1443
8920.27,1501
8907.58,1513
8907.93,1519
8886.79,1538
8904.96,1593
8883.26,1610
8903.26,1566
8922.59,1378
8919.97,1195
8909.18,1187
8879.79,1155
8887.09,1097
8876.68,1125
8856.43,1161
8843.63,1190
8864.72,1231
8845.19,1230
8843.82,1212
8925.99,1218
8921.21,1204
8941.33,1194
8978.96,1229
8913.28,1299
8939.59,1315
8922.34,1291
8879.64,1316
8879.71,1309
8920.12,1301
8890.97,1296
8875.96,1256
8850.83,1251
8778.69,1285
8850.99,1342
8811.54,1393
8903.45,1375
8937.0,1320
8969.0,1330
8928.85,1395
8933.95,1425
8862.7,1416
8891.25,1431
8815.29,1443
8786.43,1391
8757.06,1396
8738.51,1429
8690.31,1478
8720.01,1551
8720.38,1521
8691.15,1525
8744.0,1482
8705.0,1395
8684.19,1334
8678.13,1241
8660.19,1214
8710.02,1227
8686.18,1239
8695.29,1202
8720.0,1204
8724.91,1219
8658.0,1182
8645.41,1191
8675.44,1184
8680.0,1159
8721.22,1163
8700.55,1186
8651.77,1201
8640.01,1188
8650.0,1182
8664.43,1197
8761.02,1188
8821.41,1214
8860.01,1338
8830.73,1453
8814.21,1465
8761.57,1482
8746.85,1492
8797.0,1480
8778.68,1476
8762.74,1439
8856.17,1331
8889.96,1246
8764.66,1312
8730.0,1333
8798.94,1324
8755.04,1364
8638.36,1359
8627.13,1430
8680.58,1543
8612.29,1544
8597.51,1551
8727.61,1620
8813.83,1549
8777.99,1446
8772.86,1444
8810.01,1449
8735.87,1480
8734.93,1493
8688.19,1481
8767.56,1459
8769.35,1457
8773.35,1396
8677.05,1310
8675.48,1315
8690.0,1310
8587.4,1288
8499.99,1334
8526.87,1484
8518.12,1594
8504.73,1583
8511.79,1572
8509.99,1596
8509.54,1537
8477.37,1452
8524.0,1472
8461.84,1364
8431.14,1205
8431.83,1229
8270.0,1276
8110.34,1392
8116.72,1680
8136.0,1846
8156.84,1856
8111.83,1855
8107.93,1867
8098.22,1819
8109.96,1746
8084.89,1745
8090.0,1579
8086.78,1292
8092.85,1191
8075.01,1206
8125.69,1176
8113.69,1135
8129.99,1137
8075.26,1134
8063.11,1119
8096.23,1167
8118.33,1194
8105.77,1187
8113.12,1167
8155.98,1157
8152.73,1188
8184.98,1197
8159.3,1217
8102.32,1266
8138.74,1277
8132.01,1218
8119.31,1180
8101.47,1200
8101.98,1229
8152.7,1211
8137.17,1166
8165.0,1198
8132.19,1218
8114.08,1161
8122.12,1152
8137.5,1190
8140.59,1173
8097.51,1170
8083.84,1178
8106.05,1194
8073.79,1233
8091.33,1234
8095.0,1183
8065.53,1139
8060.89,1188
8020.01,1218
8082.57,1247
8105.0,1240
8161.81,1185
8151.78,1256
8169.14,1307
8160.56,1310
8169.46,1340
8099.73,1366
8053.75,1374
8090.02,1358
8061.95,1299
8045.95,1254
8054.03,1258
8114.22,1248
8052.96,1278
8074.18,1283
8124.99,1271
8083.41,1260
8117.82,1217
8158.49,1203
8206.19,1253
8204.86,1313
8168.92,1354
8197.02,1377
8090.13,1379
8049.99,1346
8073.16,1318
8059.49,1342
8022.16,1341
7966.3,1369
7952.65,1450
8066.6,1510
7978.65,1538
7870.4,1551
7893.98,1501
7841.69,1472
7771.87,1478
7716.47,1549
7706.53,1671
7752.98,1753
7748.64,1784
7748.86,1774
7795.3,1658
7818.02,1496
7803.68,1413
7804.99,1341
7820.01,1297
7817.76,1296
7811.31,1278
7789.96,1214
7818.3,1173
7917.54,1159
7810.64,1201
7798.6,1286
7818.15,1324
7907.05,1311
7885.5,1279
7897.52,1257
7900.91,1283
7878.56,1319
7896.38,1299
7872.35,1267
7933.1,1274
7949.84,1295
7908.48,1287
7941.83,1219
7966.85,1169
7954.72,1194
7982.75,1209
8004.8,1231
7956.55,1260
8055.98,1301
8076.13,1333
8016.06,1331
8046.03,1349
7963.35,1316
8053.7,1260
8077.68,1264
8115.0,1269
8305.97,1329
8310.98,1558
8384.99,1731
8286.16,1829
8332.47,1905
8326.98,1906
8297.21,1877
8312.04,1750
8297.26,1646
8339.13,1582
8334.77,1373
8344.63,1212
8300.34,1250
8278.59,1209
8370.92,1131
8431.82,1154
8145.28,1268
8049.55,1485
8016.44,1715
8162.66,1856
8073.69,1860
8037.69,1838
7938.33,1875
7912.18,1986
7764.59,2065
7838.8,2204
7847.99,2076
7869.05,1833
7895.14,1866
7889.24,1869
7856.26,1750
7883.97,1631
7883.37,1521
7872.91,1376
7869.33,1326
7840.83,1254
7894.9,1194
7896.2,1148
7905.67,1128
7888.42,1145
7758.0,1176
7712.63,1251
7578.42,1342
7551.25,1559
7539.9,1747
7533.0,1754
7558.48,1777
7529.24,1805
7519.99,1793
7547.93,1767
7528.64,1636
7557.42,1477
7544.72,1291
7561.22,1118
7550.78,1094
7547.55,1102
7507.91,1100
7520.0,1114
7532.85,1113
7529.52,1123
7540.9,1150
7551.44,1126
7423.5,1115
7378.75,1225
7358.75,1375
7355.73,1445
7368.52,1454
7431.6,1426
7444.14,1403
7438.72,1420
7464.65,1416
7461.38,1392
7468.42,1308
7431.82,1227
7431.15,1245
7457.01,1262
7422.33,1255
7415.12,1190
7427.74,1121
7430.05,1141
7463.63,1173
7457.5,1154
7459.12,1121
7457.14,1105
7475.99,1105
7443.79,1157
7459.18,1205
7373.48,1179
7354.11,1218
7350.24,1301
7350.68,1281
7341.06,1267
7334.83,1279
7306.92,1302
7351.99,1369
7307.11,1399
7318.99,1388
7316.72,1260
7303.88,1124
7312.89,1144
7336.45,1164
7318.3,1152
7363.88,1159
7346.59,1180
7348.11,1171
7354.96,1134
7344.69,1155
7334.86,1187
7333.11,1190
7327.83,1152
7309.16,1097
7302.24,1124
7344.96,1181
7300.56,1186
7283.0,1141
7316.99,1141
7343.08,1174
7342.96,1162
7355.26,1152
7386.03,1192
7320.18,1224
7254.73,1229
7348.87,1288
7322.78,1325
7340.46,1298
7312.25,1293
7348.42,1288
7260.6,1280
7203.21,1302
7202.22,1372
7220.47,1368
7210.19,1304
6952.04,1327
6956.88,1602
6888.85,1844
6937.0,1884
6965.71,1961
6974.8,1909
6977.73,1763
6948.49,1689
6983.27,1684
6974.02,1695
6970.04,1467
7052.32,1234
7130.98,1283
7135.59,1369
7131.15,1425
7158.29,1438
7139.79,1441
7161.83,1448
7162.01,1454
7154.36,1442
7110.57,1444
7135.97,1369
7138.93,1181
7142.21,1136
7129.61,1152
7169.02,1116
7190.99,1144
7211.02,1171
7200.85,1210
7197.99,1252
7233.17,1249
7236.73,1272
7229.48,1265
7240.67,1272
7236.83,1280
7245.37,1213
7234.19,1179
7221.43,1157
7221.2,1135
7225.59,1160
7197.2,1153
7202.0,1124
7188.77,1108
7200.64,1149
7209.83,1154
7225.62,1111
7224.21,1132
7217.27,1111
7225.01,1074
7242.85,1086
7216.27,1122
7177.02,1170
7195.23,1167
7200.48,1182
7186.19,1214
7176.41,1211
7173.32,1188
7168.86,1179
7168.12,1183
7211.49,1158
7195.96,1137
7237.68,1132
7239.43,1138
7247.99,1183
7243.39,1230
7245.01,1222
7229.2,1186
7229.18,1199
7250.37,1198
7244.98,1162
7264.06,1154
7240.37,1113
7236.39,1107
7246.99,1131
7265.4,1125
7251.0,1103
7246.0,1122
7276.47,1115
7269.04,1094
7265.23,1139
7240.99,1164
7245.12,1166
7259.05,1126
7257.58,1073
7262.08,1109
7307.12,1152
7320.17,1162
7304.43,1186
7315.11,1196
7312.7,1211
7326.1,1228
7365.01,1221
7385.29,1220
7385.03,1247
7379.77,1274
7374.97,1237
7349.51,1210
7360.03,1202
7353.99,1200
7339.1,1226
7388.24,1169
7399.81,1126
7395.59,1142
7397.54,1157
7473.05,1155
7425.31,1202
7410.97,1292
7405.91,1338
7394.13,1330
7388.82,1300
7392.84,1250
7363.46,1199
7345.83,1208
7321.08,1280
7312.98,1318
7354.59,1280
7315.0,1264
7318.2,1242
7318.0,1227
7299.35,1236
7307.27,1250
7308.66,1200
7289.4,1131
7307.64,1137
7316.14,1177
7325.57,1176
7331.39,1139
7339.84,1137
7344.77,1164
7341.7,1160
7340.45,1124
7322.47,1118
7304.27,1132
7325.5,1147
7304.94,1123
7301.23,1084
7308.28,1082
7321.24,1113
7307.42,1132
7294.71,1130
7302.99,1137
7299.9,1109
7318.65,1076
7299.37,1112
7288.0,1097
7295.44,1076
7312.01,1128
7312.9,1103
7254.74,1101
7240.79,1152
7228.52,1185
7223.81,1217
7216.1,1243
7220.4,1268
7204.42,1237
7203.88,1230
7238.42,1268
7203.1,1266
7193.79,1193
7226.29,1148
7137.72,1149
7189.21,1177
7189.56,1215
7197.82,1238
7188.63,1266
7201.24,1235
7210.29,1241
7194.52,1225
7232.02,1216
7223.58,1264
7212.0,1233
7206.3,1142
7202.0,1101
7199.45,1097
7199.89,1125
7255.91,1151
7301.38,1158
7363.37,1210
7368.81,1316
7336.71,1410
7231.45,1419
7216.37,1384
7209.45,1353
7207.11,1366
7188.02,1364
7217.65,1370
7211.0,1400
7224.71,1398
7209.2,1404
7207.34,1373
7188.31,1207
7182.26,1108
7183.01,1141
7199.17,1148
7205.64,1113
7191.93,1089
7204.63,1105
7213.57,1140
7220.1,1126
7244.04,1093
7239.02,1125
7173.41,1175
7164.17,1173
7146.21,1161
7189.56,1208
7191.15,1248
7191.54,1245
7229.48,1210
7217.03,1236
7227.67,1259
7232.97,1217
7253.8,1202
7252.19,1244
7231.85,1265
7232.59,1217
7246.77,1188
7229.58,1184
7233.9,1170
7243.67,1119
7232.33,1064
7255.77,1079
7239.15,1078
7253.88,1058
7220.52,1088
7253.77,1096
7202.96,1095
7228.72,1122
7296.04,1151
7277.52,1186
7354.53,1229
7383.99,1275
7357.38,1361
7373.54,1407
7401.18,1389
7372.0,1395
7362.86,1418
7264.92,1386
7333.12,1330
7341.01,1303
7311.26,1297
7313.8,1294
7326.79,1309
7310.84,1311
7305.06,1283
7317.09,1265
7295.39,1251
7315.44,1207
7401.69,1162
7432.07,1223
7391.93,1286
7390.51,1293
7523.97,1316
7585.87,1401
7577.21,1555
7520.56,1643
7561.12,1623
7553.11,1573
7522.33,1509
7533.64,1436
7523.6,1392
7494.21,1398
7473.0,1317
7543.92,1258
7554.73,1284
7590.02,1240
7561.62,1253
7604.11,1295
7546.04,1310
7501.44,1301
7400.25,1296
7396.15,1403
7409.55,1494
7398.35,1460
7392.93,1463
7312.26,1462
7226.71,1528
7186.82,1723
7168.24,1760
7170.05,1690
7169.99,1588
7165.36,1494
7174.98,1527
7163.75,1547
7160.0,1516
7181.85,1446
7131.03,1272
7132.06,1154
7136.96,1141
7137.26,1133
7144.02,1159
7144.0,1148
7133.48,1131
7132.75,1124
7139.43,1104
7132.21,1134
7154.79,1113
7145.82,1079
7149.89,1066
7152.31,1043
7142.35,1048
7139.32,1054
7125.06,1060
7129.66,1098
7147.05,1124
7145.99,1124
7137.45,1100
7119.06,1087
7141.71,1109
7132.95,1083
7141.8,1080
7156.69,1091
7147.37,1116
7156.01,1120
7167.78,1098
7157.98,1105
7164.54,1103
7187.83,1131
7182.44,1156
7191.81,1143
7203.49,1137
7184.15,1170
7192.0,1191
7175.19,1163
7165.3,1153
7155.19,1163
7195.0,1161
7180.59,1139
7186.13,1141
7149.5,1135
7144.94,1116
7132.98,1157
7135.1,1182
7145.07,1188
7107.25,1174
7090.81,1190
7125.01,1228
7134.14,1243
7124.95,1236
7102.27,1184
7124.96,1171
7150.3,1178
7157.69,1174
7157.78,1150
7151.07,1147
7177.05,1161
7157.52,1150
7133.17,1194
7136.57,1226
7145.84,1201
7122.58,1188
7088.03,1156
7189.53,1188
7150.0,1250
7153.73,1254
7121.23,1271
7076.2,1257
7092.54,1255
7135.53,1284
7147.21,1267
7139.85,1266
7158.94,1301
7150.4,1292
7157.2,1238
7234.99,1226
7277.83,1299
7422.96,1418
7125.0,1569
7108.95,1633
6956.86,1629
6860.9,1803
6859.92,2072
6874.74,2180
6823.49,2179
6697.34,2202
6674.55,2367
6541.47,2542
6615.24,2368
6655.04,2154
6634.39,1996
6623.47,1800
6619.51,1742
6629.11,1703
6668.58,1641
6675.38,1461
6686.91,1289
6703.6,1281
6660.67,1244
6654.57,1221
6623.82,1237
6587.22,1230
6617.0,1233
6584.0,1242
6619.71,1244
6711.15,1261
6710.0,1284
6737.08,1283
6696.2,1323
6753.25,1345
6773.62,1378
6877.59,1439
6935.09,1520
6888.0,1642
6883.58,1705
6879.77,1616
6877.47,1531
6889.21,1514
6889.17,1514
6887.11,1454
6886.76,1377
6893.27,1258
6885.2,1126
6895.98,1079
6891.72,1046
6893.91,1084
6887.74,1092
6860.64,1086
6902.16,1116
6924.0,1136
7109.13,1175
7099.71,1365
7089.45,1505
7115.96,1516
7135.46,1557
7108.03,1560
7091.85,1554
7063.36,1590
7058.59,1572
7069.17,1490
7067.74,1304
7086.52,1175
7071.26,1197
7072.16,1201
7079.98,1196
7093.14,1185
7096.09,1155
7080.45,1121
7118.59,1118
7118.85,1134
7125.43,1165
7134.69,1162
7114.49,1164
7123.81,1198
7114.01,1159
7098.53,1135
7119.1,1161
7120.41,1149
7080.52,1113
7080.86,1131
7110.61,1146
7096.74,1152
7140.59,1173
7151.33,1150
7142.0,1171
7054.68,1201
7058.0,1229
7053.72,1270
7056.97,1270
7062.0,1225
7048.54,1200
7046.28,1225
7064.05,1225
7089.76,1206
7083.68,1215
7072.33,1184
7072.66,1129
7096.46,1142
7065.26,1141
7059.49,1148
7060.03,1146
7153.04,1143
7144.18,1185
7161.66,1231
7185.94,1255
7190.47,1286
7191.64,1338
7189.46,1319
7252.08,1306
7248.08,1388
7266.93,1459
7258.94,1351
7254.63,1271
7254.8,1279
7264.5,1242
7248.0,1225
7258.48,1211
7242.86,1202
7244.58,1137
7257.31,1097
7253.87,1121
7239.97,1107
7274.36,1096
7282.18,1105
7253.03,1100
7229.96,1083
7234.7,1134
7231.24,1178
7221.9,1148
7221.51,1124
7220.43,1133
7216.07,1177
7236.3,1170
7217.52,1129
7227.03,1125
7227.43,1111
7229.1,1066
7212.72,1067
7204.94,1115
7197.66,1092
7198.08,1096
7200.03,1134
7206.11,1116
7250.08,1079
7204.73,1117
7216.85,1158
7202.08,1130
7204.96,1120
7191.56,1122
7165.52,1137
7192.67,1193
7193.46,1196
7192.93,1192
7161.19,1214
7164.22,1189
7136.01,1165
7151.05,1148
7173.14,1171
7163.02,1183
7149.98,1138
7156.03,1143
7157.38,1154
7153.23,1149
7145.81,1140
7210.0,1114
7203.89,1139
7194.77,1155
7171.7,1179
7200.23,1164
7188.56,1145
7197.9,1194
7192.46,1177
7174.0,1129
7233.65,1129
7240.51,1140
7257.04,1156
7227.36,1167
7222.87,1191
7238.28,1230
7222.3,1242
7220.12,1221
7217.89,1221
7195.57,1216
7215.88,1168
7211.97,1161
7248.59,1148
7267.77,1154
7239.39,1176
7224.13,1162
7238.45,1180
7218.9,1175
7207.45,1164
7231.23,1180
7226.35,1181
7182.35,1179
7232.52,1173
7234.13,1192
7290.92,1203
7321.14,1240
7344.71,1317
7342.0,1333
7343.95,1333
7315.14,1367
7307.21,1364
7351.61,1360
7359.59,1349
7357.83,1289
7378.53,1214
7382.63,1175
7369.07,1196
7371.68,1191
7343.38,1202
7338.64,1217
7333.25,1221
7354.93,1165
7300.65,1091
7374.3,1163
7444.57,1238
7438.09,1297
7413.04,1365
7424.0,1353
7542.02,1336
7496.87,1425
7493.33,1518
7471.25,1512
7480.15,1528
7456.74,1470
7461.11,1351
7470.67,1298
7513.26,1298
7483.61,1298
7498.06,1266
7510.32,1197
7496.09,1165
7481.44,1168
7519.85,1161
7510.11,1152
7537.24,1135
7528.43,1177
7523.0,1194
7515.99,1174
7518.05,1150
7525.71,1130
7509.98,1134
7546.0,1160
7512.85,1166
7513.67,1114
7496.02,1084
7520.03,1122
7486.67,1135
7486.21,1117
7437.45,1135
7434.63,1229
7444.33,1281
7421.96,1242
7417.99,1234
7403.91,1268
7409.13,1282
7435.0,1266
7474.35,1218
7488.21,1174
7519.75,1179
7484.29,1232
7502.86,1285
7520.0,1290
7489.97,1277
7508.78,1272
7508.56,1266
7510.07,1249
7529.19,1183
7517.14,1130
7512.35,1129
7524.98,1151
7512.34,1161
7494.67,1135
7501.38,1120
7521.48,1097
7529.99,1116
7559.01,1112
7561.13,1139
7529.74,1183
7560.97,1165
7510.33,1149
7522.0,1134
7527.47,1168
7506.62,1172
7456.82,1142
7425.99,1212
7433.09,1308
7440.41,1317
7477.0,1291
7405.06,1278
7375.1,1305
7381.55,1315
7352.26,1340
7368.34,1378
7338.66,1310
7331.8,1285
7387.41,1327
7350.68,1317
7367.54,1339
7360.8,1268
7395.27,1172
7400.0,1174
7371.9,1175
7395.16,1203
7399.04,1179
7371.45,1146
7389.0,1144
7395.48,1127
7375.12,1097
7376.94,1100
7374.81,1134
7356.14,1107
7342.55,1113
7301.64,1148
7336.99,1193
7401.39,1256
7378.73,1268
7436.97,1266
7370.45,1272
7372.06,1271
7308.18,1295
7321.25,1300
7306.73,1280
7308.08,1286
7321.62,1275
7204.51,1295
7223.6,1396
7206.36,1465
7219.62,1408
7219.3,1376
7194.32,1350
7217.15,1313
7181.12,1330
7193.16,1339
7479.55,1335
7471.21,1491
7468.83,1657
7452.92,1625
7466.66,1596
7466.79,1598
7497.83,1613
7217.65,1655
7200.34,1658
7222.66,1621
7192.01,1624
7180.92,1657
7130.6,1672
7137.28,1706
7127.8,1763
7149.44,1764
7150.49,1757
7148.36,1492
7156.69,1222
7143.0,1249
7292.71,1203
7304.12,1264
7321.93,1366
7301.76,1411
7320.98,1429
7341.27,1370
7327.4,1378
7320.47,1397
7335.43,1429
7334.33,1439
7289.16,1249
7289.06,1116
7266.7,1149
7277.82,1183
7262.24,1191
7312.01,1163
7293.83,1174
7309.96,1206
7276.57,1193
7297.91,1197
7349.18,1189
7336.08,1186
7344.21,1201
7363.5,1182
7294.28,1207
7327.0,1202
7303.3,1197
7293.51,1243
7273.98,1262
7271.01,1245
7285.99,1224
7282.66,1220
7308.76,1217
7291.19,1225
7307.13,1197
7309.54,1175
7297.91,1161
7288.99,1120
7298.24,1086
7224.16,1115
7252.96,1197
7254.55,1239
7281.02,1242
7372.97,1209
7358.84,1255
7398.56,1320
7397.17,1356
7367.44,1371
7390.89,1359
7379.99,1396
7366.66,1353
7350.9,1305
7358.39,1292
7309.08,1185
7323.22,1180
7324.78,1236
7306.22,1196
7391.62,1214
7440.06,1256
7352.79,1293
7313.8,1312
7366.47,1318
7307.66,1307
7289.79,1272
7277.44,1326
7304.87,1388
7307.05,1369
7332.82,1369
7289.06,1387
7312.97,1283
7395.41,1217
7480.61,1245
7541.89,1341
7535.98,1521
7541.49,1597
7503.6,1591
7506.4,1583
7475.02,1584
7478.59,1588
7592.98,1523
7539.4,1458
7554.56,1361
7635.06,1253
7682.94,1292
7656.21,1423
7709.01,1491
7715.09,1474
7733.87,1509
7748.92,1570
7735.65,1548
7756.95,1477
7732.01,1428
7740.22,1367
7732.21,1273
7744.32,1215
7760.31,1176
7739.68,1130
7728.47,1092
7689.96,1096
7730.69,1157
7711.93,1190
7740.0,1208
7747.93,1182
7742.97,1174
7807.99,1206
7749.11,1241
7743.03,1288
7594.95,1273
7514.24,1369
7535.29,1581
7565.28,1643
7501.89,1625
7509.14,1618
7471.8,1636
7461.79,1707
7472.41,1659
7488.05,1601
7453.55,1489
7455.5,1324
7469.31,1296
7419.49,1271
7386.19,1211
7548.39,1226
7564.93,1299
7608.44,1377
7580.86,1450
7576.49,1478
7599.36,1485
7609.28,1472
7459.51,1493
7455.67,1503
7444.12,1501
7479.54,1425
7478.58,1353
7508.59,1390
7510.97,1368
7494.57,1372
7503.01,1368
7448.94,1353
7474.78,1279
7489.17,1158
7515.37,1145
7503.68,1168
7559.0,1185
7508.52,1219
7520.8,1267
7537.5,1255
7553.79,1243
7563.81,1275
7492.86,1247
7555.03,1179
7475.0,1161
7305.58,1209
7225.7,1427
7255.16,1634
7232.55,1715
7147.74,1730
6906.62,1795
6887.59,2142
7034.61,2365
7069.4,2331
7084.24,2256
7062.97,2014
7064.57,1836
7071.27,1807
7139.37,1776
7148.12,1662
7156.37,1571
