price,load
7156.14,1585
7137.73,1447
7106.95,1253
7104.5,1189
7076.69,1227
7094.44,1263
7078.48,1255
7114.75,1241
7095.34,1226
7068.35,1215
7055.27,1212
7134.96,1219
7170.52,1204
7162.05,1252
7161.1,1314
7168.0,1270
7176.35,1236
7165.0,1278
7247.49,1292
7187.49,1326
7245.85,1416
7136.74,1366
7164.96,1290
7137.25,1274
7109.57,1248
7196.49,1285
7192.74,1321
7160.61,1306
7192.7,1304
7258.99,1322
7211.63,1318
7207.03,1338
7252.95,1328
7165.0,1296
7122.78,1324
7146.59,1338
6879.02,1308
6888.33,1564
6742.75,1836
6714.83,1977
6672.01,2102
6644.45,2161
6540.21,2254
6640.01,2282
6713.49,2257
6713.49,2246
6713.49,2002
6879.96,1739
6903.28,1721
7029.19,1754
7034.19,1907
7047.58,2006
7028.78,2024
7074.48,1941
7070.19,1811
7013.75,1755
6981.27,1734
7064.86,1577
7136.86,1395
7154.68,1381
7203.04,1378
7134.17,1432
7248.86,1504
7199.47,1522
7180.14,1568
7195.84,1574
7175.81,1549
7169.1,1469
7202.05,1329
7239.23,1245
7254.63,1249
7244.74,1285
7311.57,1247
7293.04,1281
7276.01,1351
7270.46,1317
7285.68,1311
7307.71,1324
7287.09,1307
7293.65,1247
7291.2,1190
7256.38,1156
7170.31,1150
7150.14,1243
7171.92,1311
7165.17,1353
7153.48,1360
7136.57,1339
7171.3,1340
7201.61,1328
7200.78,1339
7202.04,1331
7271.94,1225
7249.84,1213
7197.24,1325
7195.03,1332
7268.23,1327
7245.89,1328
7321.61,1294
7314.4,1261
7297.91,1284
7231.78,1312
7143.1,1316
7126.17,1373
7124.35,1417
7035.94,1406
7034.0,1525
7146.95,1637
7106.71,1597
7080.32,1600
7402.73,1592
7518.31,1659
7556.41,1907
7460.21,2073
7559.39,2094
7613.6,2087
7599.85,2144
7636.7,2142
7647.65,2090
7685.02,2150
7627.74,1916
7623.49,1578
7595.36,1514
7600.0,1496
7629.81,1387
7587.14,1279
7573.43,1236
7614.0,1258
7631.44,1288
7794.6,1253
7884.89,1344
7902.0,1568
7870.66,1702
7922.34,1691
7933.52,1707
7936.1,1770
8088.58,1752
8094.31,1855
8124.24,2001
8113.99,1834
8125.98,1586
8121.19,1550
8123.13,1592
8098.48,1515
8098.01,1420
8091.05,1426
8099.72,1306
8098.07,1129
8088.62,1082
8104.76,1113
8146.4,1128
8122.67,1106
8127.68,1144
8146.91,1143
8086.08,1143
8080.96,1183
8088.41,1206
8061.0,1207
8076.0,1180
8089.66,1168
8121.47,1197
8126.86,1233
8113.02,1243
8109.0,1247
8130.37,1196
8143.71,1169
8130.53,1194
8124.07,1201
8133.64,1212
8139.44,1169
8116.73,1099
8114.68,1087
8109.63,1083
8097.46,1093
8092.2,1120
8093.24,1140
8101.43,1171
8098.43,1148
8055.12,1146
8042.39,1213
8073.88,1228
8116.4,1209
8151.73,1187
8173.02,1223
8128.06,1304
8159.52,1312
8146.13,1309
8153.41,1319
8153.23,1321
8200.44,1315
8196.12,1293
8183.39,1227
8187.17,1207
8211.39,1226
8237.94,1232
8217.89,1218
8213.95,1208
8214.88,1213
8344.82,1202
8415.95,1277
8408.99,1432
8443.34,1530
8445.94,1529
8415.0,1502
8443.77,1490
8458.26,1501
8479.21,1500
8473.5,1525
8452.03,1413
8444.78,1235
8482.38,1213
8473.69,1175
8475.78,1131
8451.99,1159
8483.94,1160
8494.5,1135
8502.4,1124
8545.13,1132
8548.82,1221
8531.34,1287
8553.19,1254
8539.05,1239
8542.05,1262
8536.73,1276
8529.99,1238
8521.2,1189
8530.31,1180
8559.67,1118
8521.26,1093
8525.0,1139
8536.33,1138
8553.34,1097
8425.81,1086
8479.23,1205
8491.01,1313
8475.36,1333
8482.02,1309
8485.67,1290
8484.8,1307
8504.65,1284
8491.02,1292
8477.02,1289
8483.38,1225
8455.18,1131
8472.29,1077
8483.57,1101
8477.62,1137
8494.74,1173
8489.4,1165
8485.41,1153
8488.98,1125
8474.72,1111
8479.03,1125
8472.83,1097
8499.27,1099
8480.88,1095
8474.82,1076
8462.81,1090
8467.72,1118
8470.0,1145
8451.13,1130
8458.05,1147
8483.64,1143
8467.96,1137
8471.73,1155
8521.01,1129
8462.21,1156
8481.0,1189
8485.57,1182
8497.32,1204
8479.21,1204
8476.07,1179
8479.88,1176
8463.73,1181
8645.47,1162
8664.5,1263
8630.54,1429
8655.79,1474
8623.7,1472
8654.39,1437
8574.77,1404
8588.01,1412
8564.64,1433
8557.45,1434
8558.15,1350
8538.61,1244
8559.96,1229
8611.98,1241
8646.68,1263
8663.99,1255
8667.9,1256
8666.45,1303
8649.02,1304
8642.92,1279
8661.89,1278
8655.38,1308
8643.57,1317
8669.27,1204
8680.93,1089
8628.99,1113
8636.54,1173
8626.64,1173
8635.0,1144
8616.33,1164
8668.36,1193
8695.16,1155
8704.39,1161
8687.48,1229
8759.2,1247
8747.9,1303
8756.01,1365
8777.91,1326
8777.12,1343
8766.48,1390
8769.99,1326
8763.32,1246
8778.4,1240
8756.69,1250
8769.63,1168
8764.62,1087
8751.18,1063
8750.77,1084
8758.36,1127
8763.69,1131
8773.07,1113
8793.72,1079
8777.01,1078
8779.82,1105
8744.26,1141
8749.3,1157
8725.69,1152
8732.97,1153
8767.0,1186
8767.0,1188
8767.0,1152
8786.26,1163
8821.94,1176
8778.56,1187
8771.98,1200
8794.21,1201
8774.51,1208
8750.15,1211
8742.77,1211
8716.87,1227
8705.27,1248
8681.57,1275
8672.9,1298
8721.2,1284
8748.77,1299
8750.0,1304
8760.46,1272
8749.93,1216
8772.37,1166
8766.54,1212
8753.58,1236
8744.88,1248
8740.65,1246
8747.21,1167
8738.06,1114
8741.68,1115
8733.27,1120
8723.88,1122
8739.64,1138
8726.84,1129
8763.76,1131
8769.64,1120
8737.0,1127
8734.42,1127
8723.59,1118
8749.65,1145
8723.7,1151
8715.82,1151
8726.74,1125
8714.41,1122
8659.65,1131
8764.63,1182
8814.44,1242
8789.61,1296
8900.08,1364
8939.9,1437
9019.57,1551
9054.03,1684
9062.73,1793
9042.97,1817
9039.47,1845
9082.34,1774
9041.86,1637
9033.0,1620
9048.29,1502
9037.98,1345
9037.0,1255
9020.63,1172
8800.64,1177
8830.63,1421
8812.2,1618
8841.21,1605
8829.51,1571
8847.19,1514
8822.95,1540
8822.78,1539
8848.11,1486
8843.67,1501
8857.35,1353
8783.34,1149
8773.33,1141
8771.64,1181
8780.19,1208
8774.52,1222
8809.41,1203
8796.05,1203
8810.0,1228
8782.14,1195
8757.7,1185
8766.71,1163
8774.98,1117
8753.87,1109
8800.75,1102
8820.66,1122
8859.32,1166
8843.55,1197
8817.7,1245
8849.34,1248
8831.18,1253
8816.02,1275
8823.73,1233
8869.88,1228
8826.99,1218
8826.47,1149
8836.48,1103
8820.81,1131
8807.03,1148
8813.02,1131
8773.73,1123
8802.18,1163
8874.04,1215
8810.28,1218
8807.26,1218
8820.42,1251
8779.21,1237
8764.21,1193
8821.14,1213
8772.08,1234
8810.59,1226
9011.76,1251
9026.27,1434
9026.13,1555
9045.44,1562
9085.63,1609
9144.4,1671
9191.25,1775
9207.46,1839
9223.52,1864
9239.98,1865
9237.68,1678
9221.33,1472
9205.48,1470
9216.2,1446
9229.42,1373
9224.93,1295
9196.61,1205
9201.23,1155
9214.27,1144
9199.37,1142
9209.29,1129
9191.93,1108
9223.6,1085
9202.82,1080
9180.05,1081
9197.11,1113
9208.0,1128
9195.0,1138
9232.42,1154
9265.4,1124
9250.01,1140
9304.45,1214
9293.99,1252
9300.09,1292
9297.06,1317
9323.16,1273
9340.83,1296
9339.05,1362
9337.15,1331
9320.13,1240
9293.01,1193
9293.5,1144
9304.15,1107
9294.04,1143
9319.64,1140
9334.93,1098
9323.65,1119
9319.55,1148
9354.65,1126
9369.1,1136
9347.38,1188
9360.78,1190
9399.9,1168
9389.65,1205
9378.16,1231
9331.29,1200
9333.09,1166
9305.0,1196
9300.76,1252
9307.45,1270
9293.68,1263
9308.66,1224
9315.49,1218
9340.34,1234
9351.25,1242
9388.57,1218
9331.39,1234
9339.91,1271
9337.39,1249
9369.61,1226
9345.41,1243
9237.82,1210
9295.78,1259
9286.04,1332
9280.22,1316
9287.66,1347
9236.5,1342
9225.0,1301
9285.03,1318
9381.4,1329
9376.76,1327
9404.24,1327
9427.52,1371
9427.15,1430
9370.89,1438
9393.35,1447
9364.14,1456
9412.85,1464
9446.75,1373
9262.63,1258
9264.02,1302
9312.01,1384
9299.01,1413
9295.16,1432
9299.04,1432
9243.94,1412
9235.08,1413
9260.2,1453
9199.96,1465
9173.5,1353
9155.87,1257
9179.42,1305
9160.22,1338
9141.04,1305
9132.64,1303
9152.73,1337
9156.81,1343
9158.04,1332
9165.74,1270
9194.71,1175
9203.44,1130
9145.31,1151
9151.73,1158
9135.12,1186
9157.82,1185
9157.51,1176
9164.44,1194
9177.68,1183
9145.79,1170
9163.76,1166
9150.08,1167
9156.52,1116
9142.35,1104
9212.8,1146
9214.12,1184
9239.61,1221
9262.32,1235
9263.05,1255
9260.24,1254
9330.32,1241
9356.4,1333
9315.14,1440
9302.78,1443
9289.52,1395
9287.55,1327
9271.97,1290
9303.26,1243
9315.92,1202
9285.0,1231
9288.39,1216
9311.11,1203
9324.36,1162
9311.71,1144
9350.24,1181
9323.54,1168
9241.14,1191
9214.91,1249
9208.9,1293
9202.01,1293
9213.97,1296
9203.97,1328
9216.7,1328
9200.0,1339
9236.67,1331
9249.88,1267
9238.38,1197
9243.54,1170
9231.61,1177
9188.5,1173
9259.21,1170
9190.25,1158
9170.49,1159
9181.11,1167
9159.94,1168
9152.9,1226
9082.43,1291
9122.5,1329
9112.86,1356
9188.64,1367
9163.16,1365
9155.93,1289
9103.12,1221
9134.63,1225
9099.0,1256
9118.9,1286
9080.79,1297
9078.33,1279
9063.13,1274
9123.16,1291
9092.65,1260
9125.52,1240
9140.85,1237
9122.69,1225
9126.2,1210
9185.98,1184
9211.04,1233
9229.95,1332
9243.41,1355
9239.57,1357
9213.98,1352
9238.65,1283
9290.88,1245
9303.88,1289
9109.53,1358
9072.68,1424
9037.92,1462
9113.7,1528
9098.32,1577
9120.46,1558
9167.46,1582
9081.27,1568
9100.02,1536
9090.96,1575
9057.82,1432
9138.32,1272
9154.72,1289
9216.64,1258
9136.63,1282
9173.52,1324
9202.09,1338
9163.01,1363
9113.0,1341
9056.6,1322
9093.72,1319
9083.15,1361
9042.72,1399
9123.32,1369
9097.69,1350
9114.62,1369
9219.36,1369
9192.85,1366
9161.3,1378
9231.22,1393
9199.13,1435
9238.43,1440
9276.93,1429
9309.08,1434
9380.95,1471
9352.9,1522
9407.62,1510
9437.83,1489
9397.91,1556
9426.43,1583
9225.09,1551
9357.06,1487
9318.13,1463
9301.84,1484
9340.06,1479
9359.33,1482
9338.72,1483
9395.0,1473
9432.27,1466
9447.98,1482
9384.9,1460
9418.06,1369
9441.68,1334
9426.04,1361
9392.27,1313
9416.0,1281
9285.0,1281
9258.0,1298
9280.69,1359
9267.91,1408
9205.14,1424
9434.46,1456
9447.27,1518
9425.66,1556
9397.73,1554
9347.62,1538
9355.69,1543
9351.69,1549
9376.21,1515
9332.71,1521
9357.53,1562
9323.07,1416
9407.91,1293
9412.0,1266
9398.43,1196
9351.51,1195
9426.11,1229
9447.64,1242
9605.14,1239
9612.53,1441
9615.45,1646
9736.02,1661
9725.44,1719
9696.1,1818
9529.93,1816
9562.85,1802
9605.54,1743
9590.23,1654
9712.73,1535
9632.52,1429
9660.0,1430
9678.62,1437
9526.44,1450
9526.91,1404
9439.74,1411
9301.0,1528
9275.83,1730
9393.79,1893
9232.65,1924
9242.61,1941
9149.08,1959
9168.1,2047
9180.0,1951
9099.42,1800
9131.61,1786
9174.84,1695
9157.53,1638
9217.0,1606
9230.0,1471
9149.36,1363
9214.03,1340
9108.71,1303
8996.16,1302
9072.01,1390
9131.06,1482
9166.51,1526
9196.53,1554
9154.32,1510
9105.56,1491
9269.09,1483
9224.22,1529
9236.22,1619
9143.99,1598
9339.64,1518
9481.47,1493
9585.89,1664
9601.86,1927
9638.94,2045
9618.0,2075
9599.62,2079
9585.76,2029
10011.09,2033
8655.02,2414
8591.79,3260
8597.61,3827
8556.58,3908
8634.87,3914
8622.0,3943
8622.51,3945
8526.86,3928
8263.16,3975
7668.8,4250
7668.34,3747
7619.04,2973
7581.1,3023
7583.92,3137
7450.8,3158
7444.61,3286
7462.79,3402
7443.78,3294
7446.93,2948
7426.05,2072
7440.0,1509
7435.0,1515
7437.99,1391
7421.29,1348
7412.41,1242
7451.12,1134
7430.34,1139
7442.16,1093
7471.3,1091
7442.0,1152
7434.82,1160
7454.97,1152
7436.82,1190
7466.3,1193
7448.0,1165
7442.77,1139
7421.83,1118
7435.41,1132
7441.0,1168
7449.41,1150
7420.89,1150
7360.14,1146
7412.81,1176
7417.43,1228
7410.88,1225
7424.27,1213
7440.25,1210
7459.72,1240
7466.62,1239
7416.89,1243
7431.57,1267
7486.37,1246
7482.9,1192
7506.38,1175
7503.11,1186
7471.53,1187
7425.95,1189
7467.92,1193
7465.28,1234
7550.59,1256
7963.57,1243
7996.15,1690
7991.21,2155
7976.15,2160
7957.19,2181
7969.0,2205
7953.8,2173
7969.06,2132
7954.34,2119
8033.92,2023
8032.56,1539
8029.13,1161
8020.0,1189
8074.97,1228
8091.38,1279
8115.36,1294
8167.91,1302
8190.38,1412
8203.62,1481
8198.36,1420
8210.31,1403
8194.64,1416
8223.52,1394
8242.03,1351
8276.16,1303
8241.47,1314
8269.49,1270
8248.83,1207
8208.6,1222
8200.57,1207
8208.09,1176
8212.3,1203
8201.54,1189
8181.71,1153
8166.1,1178
8185.3,1212
8197.27,1232
8180.76,1201
8205.48,1144
8189.61,1147
8183.16,1134
8168.42,1090
8190.05,1100
8172.2,1126
8191.25,1127
8265.17,1116
8238.91,1161
8232.33,1225
8235.0,1230
8272.64,1231
8200.73,1240
8221.53,1224
8223.8,1226
8231.91,1245
8229.97,1248
8215.14,1202
8219.65,1167
8239.67,1191
8215.03,1209
8199.23,1181
8223.35,1151
8199.14,1134
8195.26,1126
8213.73,1117
8235.0,1097
8132.34,1103
8139.77,1204
8066.33,1256
8026.46,1302
8000.79,1427
7957.34,1489
7950.06,1574
7942.99,1619
7929.7,1602
7944.93,1636
7925.2,1576
7905.17,1471
7928.05,1390
7912.11,1284
7917.99,1258
7901.68,1229
7895.79,1152
7904.64,1124
7917.55,1157
7948.01,1140
7937.76,1103
7944.55,1114
7940.81,1118
7971.81,1107
7976.16,1126
7998.64,1203
7974.5,1245
7990.92,1226
8010.16,1186
8011.29,1193
8039.22,1216
7943.34,1215
7938.34,1223
7943.21,1207
7953.56,1197
7928.7,1229
7933.19,1242
7934.47,1258
7953.21,1252
7938.23,1253
7917.28,1259
7917.06,1148
7923.81,1094
7947.01,1135
7956.9,1118
7935.55,1104
7939.76,1135
7941.55,1119
7931.56,1092
7938.47,1085
7924.43,1075
7920.01,1093
7906.51,1110
7932.81,1136
7920.0,1134
7920.42,1112
7900.73,1095
7909.76,1080
7878.0,1118
7911.6,1138
7917.66,1138
7908.74,1130
8064.24,1125
8064.81,1275
8081.33,1387
8109.6,1430
8080.86,1509
8070.58,1512
8053.78,1503
8061.84,1491
8038.02,1456
8059.92,1432
8073.13,1296
8082.77,1171
8082.26,1187
8069.39,1175
8052.04,1146
8064.2,1154
8046.48,1151
8067.2,1146
8079.5,1136
8063.57,1098
8047.27,1117
7975.28,1138
7960.6,1206
7976.85,1288
7933.37,1287
7968.88,1299
7982.69,1346
7958.8,1341
7964.84,1308
7991.74,1305
8002.8,1271
7978.27,1192
7987.06,1152
7957.69,1173
7966.25,1184
7975.23,1155
7970.98,1124
7953.15,1104
7967.45,1117
7998.85,1138
7984.95,1118
8056.0,1136
8143.52,1230
8147.34,1345
8134.97,1401
8134.93,1406
8151.02,1427
8170.9,1461
8162.38,1442
8167.51,1419
8159.13,1409
8170.54,1347
8167.25,1221
8159.29,1127
8138.0,1097
8157.99,1086
8138.25,1117
8177.59,1104
8172.54,1080
8168.16,1082
8186.13,1082
8316.94,1093
8260.44,1225
8299.16,1378
8316.55,1392
8295.85,1416
8310.94,1419
8277.29,1373
8280.76,1356
8281.04,1359
8303.05,1343
8326.87,1217
8326.78,1158
8315.19,1161
8332.68,1105
8328.29,1124
8356.4,1165
8348.2,1210
8337.66,1211
8305.0,1167
8338.14,1135
8327.96,1153
8354.42,1169
8326.97,1124
8332.83,1099
8251.94,1131
8262.09,1205
8286.73,1222
8256.0,1212
8280.32,1243
8307.06,1266
8299.99,1280
8308.18,1274
8305.76,1237
8319.35,1222
8311.32,1204
8280.0,1176
8289.03,1149
8286.66,1140
8286.91,1158
8273.06,1162
8275.01,1133
8282.4,1134
8248.31,1164
8256.82,1153
8434.02,1140
8424.34,1263
8424.54,1395
8422.15,1399
8403.8,1384
8400.96,1392
8411.02,1419
8393.07,1416
8347.32,1410
8333.45,1422
8338.33,1356
8342.31,1236
8321.08,1218
8312.17,1256
8324.95,1268
8333.77,1247
8340.07,1251
8339.38,1256
8341.47,1172
8320.52,1118
8300.09,1103
8321.07,1114
8332.0,1113
8335.95,1119
8309.86,1125
8306.28,1128
8322.67,1164
8333.72,1153
8372.42,1119
8385.18,1151
8332.71,1203
8331.91,1174
8321.41,1189
8311.44,1227
8336.68,1186
8341.0,1193
8338.62,1197
8340.93,1186
8330.82,1197
8314.09,1194
8308.3,1155
8302.48,1105
8308.74,1116
8272.38,1100
8258.5,1111
8314.5,1198
8312.64,1240
8324.32,1226
8344.01,1181
8314.84,1188
8337.16,1217
8343.46,1207
8343.47,1208
8318.0,1180
8340.83,1191
8337.63,1145
8297.5,1080
8367.51,1113
8348.78,1176
8355.79,1219
8387.69,1189
8428.8,1200
8444.01,1297
8698.0,1319
8553.35,1557
8508.85,1858
8525.32,1847
8502.41,1770
8558.03,1722
8561.0,1738
8546.76,1731
8552.3,1618
8554.13,1557
8519.47,1487
8489.87,1289
8526.18,1185
8540.69,1174
8489.98,1174
8480.0,1163
8461.22,1166
8524.3,1215
8512.06,1250
8513.48,1252
8556.85,1214
8613.73,1234
8588.13,1286
8551.73,1307
8574.98,1341
8543.51,1351
8543.58,1333
8530.29,1277
8554.97,1224
8560.74,1234
8556.0,1214
8542.12,1187
8564.07,1197
8581.98,1164
8590.63,1134
8617.02,1152
8566.82,1207
8550.0,1225
8438.46,1183
8241.15,1280
8169.09,1575
8185.9,1830
8207.16,1902
8196.3,1913
8194.52,1945
8179.6,1969
8150.44,1924
8148.95,1860
8129.85,1731
8119.76,1448
8158.54,1249
8163.35,1215
8182.17,1233
8168.39,1228
8191.17,1168
8163.03,1161
8126.83,1170
8163.38,1187
8184.53,1216
8174.24,1221
8167.01,1197
8185.81,1182
8188.84,1204
8200.0,1214
8227.53,1203
8179.0,1201
8164.45,1201
8169.51,1161
8166.41,1156
8202.82,1165
8240.94,1169
8246.6,1169
8223.65,1166
8258.79,1206
8264.68,1243
8282.93,1235
8228.02,1267
8190.09,1291
8230.45,1265
8191.87,1269
8197.82,1235
8211.0,1197
8232.03,1187
8263.93,1223
8232.21,1267
8176.93,1255
8150.76,1244
8144.28,1258
8110.0,1262
7984.8,1326
7996.0,1498
7923.76,1606
7887.15,1653
7866.88,1739
7824.73,1799
7836.7,1778
7837.0,1693
7864.91,1638
7819.67,1616
7813.45,1476
7817.71,1358
7854.25,1303
7845.72,1198
7915.39,1140
7899.35,1161
7892.11,1214
7835.41,1222
7974.53,1242
7984.26,1300
8009.85,1361
7910.02,1388
7902.36,1390
7938.14,1369
7941.91,1391
7899.41,1404
7937.26,1405
7872.78,1436
7963.17,1389
7961.35,1339
8051.5,1326
8073.96,1377
8042.99,1450
8052.25,1462
8060.78,1461
8130.89,1465
8126.19,1534
8121.28,1592
8137.94,1468
8083.7,1382
8066.36,1333
8060.0,1244
8038.1,1207
8073.35,1187
8082.93,1226
8032.56,1238
8073.38,1233
8072.27,1244
8081.75,1251
8084.29,1187
8082.55,1107
8087.98,1121
8108.0,1167
8131.67,1215
8117.0,1216
8127.46,1229
8137.83,1209
8129.24,1153
8109.15,1134
8129.31,1109
8137.13,1137
8169.02,1151
8171.57,1144
8148.36,1180
8183.5,1203
8183.78,1187
8164.58,1168
8182.27,1168
8148.0,1188
8162.44,1165
8168.67,1135
8125.97,1144
8151.4,1135
8128.38,1124
8125.0,1161
8093.96,1160
8138.69,1162
8110.73,1184
8093.4,1165
8063.87,1188
8104.53,1239
8092.38,1232
8116.85,1188
8109.06,1165
8223.96,1180
8198.54,1269
8165.1,1320
8140.25,1354
8146.04,1395
8129.72,1360
8149.03,1332
8177.91,1344
8108.14,1296
8100.15,1269
8219.48,1311
8227.25,1319
8217.02,1326
8215.23,1319
8267.96,1311
8291.14,1367
8261.43,1416
8260.82,1397
8281.36,1385
8332.43,1430
8327.52,1358
8342.75,1288
8319.68,1290
8318.42,1253
8359.94,1208
8266.64,1205
8256.48,1248
8224.1,1266
8257.26,1280
8233.13,1297
8230.16,1295
8218.88,1294
8239.98,1298
8236.44,1302
8216.8,1302
8229.1,1236
8269.04,1171
8255.93,1140
8234.67,1125
8237.94,1158
8204.36,1173
8212.54,1153
8161.84,1177
8209.45,1218
8244.94,1258
8247.85,1250
8279.35,1223
8285.16,1250
8292.44,1291
8326.38,1287
8299.92,1315
8347.0,1348
8302.6,1389
8289.0,1403
8277.22,1280
8429.27,1213
8365.5,1293
8335.12,1335
8343.56,1327
8314.32,1346
8353.42,1341
8305.97,1335
8317.13,1336
8376.28,1338
8407.12,1359
8386.33,1333
8419.86,1247
8423.57,1243
8396.93,1258
8412.87,1281
8269.83,1284
8199.66,1308
8289.34,1434
8218.58,1496
8233.45,1480
8214.67,1489
8269.53,1480
8258.96,1470
8230.78,1471
8260.01,1470
8283.85,1332
8201.57,1218
8114.76,1212
7998.49,1288
8031.3,1534
8042.09,1614
8002.64,1591
7866.92,1601
7794.42,1718
7754.54,1920
7799.62,2061
7822.83,2048
7972.13,1845
7986.06,1669
8022.03,1608
8008.59,1622
8043.82,1594
8074.67,1565
8039.86,1643
7990.0,1715
7950.69,1681
7981.66,1590
7991.93,1439
8030.75,1293
7965.57,1282
7971.15,1275
7995.67,1242
7995.96,1275
8074.16,1257
8074.28,1255
8097.47,1294
8084.63,1307
8086.51,1314
8081.1,1279
8118.98,1264
8115.6,1314
8132.03,1301
8152.47,1293
8173.92,1288
8202.6,1213
8198.81,1254
8144.25,1303
8127.89,1268
8150.1,1278
8146.83,1270
8136.76,1225
8144.95,1228
8091.5,1209
8069.47,1224
8072.96,1278
8118.39,1310
8082.17,1272
8134.89,1200
8182.16,1195
8224.0,1250
8185.0,1307
8213.24,1353
8151.62,1352
8155.06,1342
8170.51,1378
8163.49,1350
8167.29,1342
8157.17,1302
8197.94,1205
8177.91,1184
8172.57,1186
8215.02,1159
8045.58,1145
7991.24,1261
8029.66,1448
8032.64,1498
8002.84,1456
7981.71,1479
7970.66,1493
7999.36,1492
7991.66,1498
7987.65,1521
8064.13,1368
8052.8,1183
8078.58,1213
8057.51,1232
8029.64,1252
7978.13,1276
7991.96,1288
8022.87,1273
7990.0,1240
8007.12,1219
7968.1,1198
8063.73,1254
8116.6,1306
8079.87,1330
8092.62,1324
8131.0,1325
8121.7,1366
7924.15,1376
7954.53,1404
7920.0,1436
8188.8,1446
8261.29,1520
8420.12,1650
8386.35,1886
8449.56,2028
8443.47,2055
8409.28,2085
8378.98,2077
8389.11,2091
8388.87,2078
8363.2,1800
8361.42,1484
8366.84,1310
8348.13,1184
8384.21,1194
8430.05,1203
8434.94,1193
8575.52,1206
8495.12,1341
8348.64,1450
8344.57,1472
8371.06,1506
8346.61,1492
8299.95,1496
8370.48,1553
8393.68,1596
8304.71,1622
8326.64,1590
8417.34,1485
8392.57,1347
8251.15,1260
8328.16,1296
8457.02,1360
8494.55,1395
8504.41,1455
8565.61,1538
8589.45,1636
8696.24,1687
8674.46,1810
8493.14,1929
8546.73,1924
8677.27,1829
8698.0,1617
8552.95,1500
8298.67,1448
9484.55,1624
9504.47,2623
9527.31,3416
9522.05,3477
9632.9,3513
9684.49,3595
9726.04,3727
9734.65,3822
9733.66,3913
9722.97,3927
9755.74,2698
9739.53,1531
9765.02,1543
9722.61,1502
9719.98,1405
9720.56,1248
9725.15,1131
9747.36,1121
9702.25,1166
9716.3,1182
9753.15,1173
9774.12,1178
9806.08,1189
9827.12,1227
9792.37,1286
9813.5,1311
9867.01,1292
9909.82,1334
9905.29,1439
9921.86,1467
9915.08,1441
9922.56,1379
9952.02,1336
9937.91,1361
9908.94,1361
9919.66,1322
9955.62,1243
9979.13,1149
9980.27,1161
9968.37,1206
9986.48,1188
9990.82,1186
10028.87,1214
10041.95,1229
10054.32,1270
10013.71,1309
9990.04,1274
9974.26,1224
9993.95,1221
10013.93,1212
9990.64,1202
9987.46,1197
9986.24,1175
10033.47,1178
10003.44,1181
9999.97,1166
10023.57,1170
10013.5,1186
10026.57,1189
9933.0,1144
9937.28,1174
9897.63,1245
9873.17,1287
9922.46,1363
9905.51,1371
9960.0,1358
9986.39,1350
9980.01,1327
9980.81,1329
9978.63,1272
10016.73,1250
9992.55,1283
9976.78,1296
10004.67,1291
10037.09,1244
9996.63,1184
10013.97,1137
9979.71,1161
10046.56,1183
9994.24,1184
10000.34,1214
10034.6,1218
10081.42,1197
10059.96,1234
10099.47,1262
10092.95,1253
10125.64,1290
10123.75,1300
10148.46,1282
10158.48,1305
10168.59,1353
10136.02,1330
10131.77,1281
10145.24,1254
10161.53,1195
10157.92,1170
10121.8,1137
10107.7,1132
10179.82,1149
10178.95,1137
10180.0,1151
10217.72,1175
10172.75,1202
10150.0,1247
10144.17,1249
10140.95,1228
10157.22,1231
10169.86,1232
10160.0,1219
10199.19,1195
10213.72,1212
10175.43,1217
10196.4,1218
10224.0,1200
10244.29,1165
10209.45,1194
10239.41,1228
10238.77,1235
10086.42,1213
10029.25,1271
10019.83,1391
10032.96,1461
9882.0,1476
9853.59,1627
9862.36,1796
9874.22,1815
9857.56,1821
9849.33,1797
9878.01,1664
9881.34,1450
9875.49,1390
9869.57,1425
9893.85,1270
9821.57,1111
9823.81,1138
10094.48,1154
10125.04,1384
10177.05,1638
10156.99,1700
10174.49,1770
10195.79,1776
10188.83,1793
10171.84,1832
10180.0,1790
10187.12,1771
10191.98,1517
10173.4,1216
10173.86,1170
10178.96,1123
10190.58,1102
10158.9,1076
10178.97,1100
10174.14,1106
10162.53,1096
10199.92,1118
10192.29,1107
10198.87,1123
10218.38,1139
10206.44,1154
10222.49,1166
10244.89,1158
10214.04,1185
10187.82,1196
10225.96,1183
10213.93,1175
10245.18,1181
10257.94,1201
10226.93,1210
10250.45,1185
10252.46,1144
10200.6,1162
10212.97,1158
10186.99,1180
10216.41,1191
10162.88,1158
10170.35,1183
10160.87,1198
10173.13,1222
10203.61,1240
10189.32,1236
10195.76,1197
10193.18,1154
10225.3,1139
10224.95,1141
10209.97,1179
10218.45,1186
10251.31,1153
10285.61,1171
10282.7,1203
10205.05,1209
10121.39,1209
10129.92,1261
10143.83,1331
10145.9,1349
10117.49,1352
10138.27,1341
10150.04,1336
10148.3,1349
10283.79,1381
10305.86,1372
10303.25,1397
10291.08,1407
10302.25,1390
10303.0,1410
10313.76,1403
10317.98,1393
10301.76,1408
10340.52,1405
10339.54,1272
10329.1,1157
10302.01,1161
10298.89,1141
10290.63,1110
10271.13,1101
10295.88,1146
10289.45,1168
10309.48,1158
10302.28,1181
10307.97,1204
10270.42,1174
10275.61,1109
10310.41,1121
10298.02,1163
10310.16,1151
10286.49,1104
10289.36,1100
10308.42,1115
10315.57,1130
10311.01,1144
10312.74,1112
10303.36,1100
